Application,ProcessID,SwapChainAddress,Runtime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,Dropped,TimeInSeconds,MsBetweenPresents,MsBetweenDisplayChange,MsInPresentAPI
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.178295,6.9673,6.9673,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.185114,6.8183,6.8183,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.192294,7.1799,7.1799,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.198975,6.6812,6.6812,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.205961,6.9861,6.9861,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.212861,6.9005,6.9005,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.219900,7.0390,7.0390,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.227033,7.1329,7.1329,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.234105,7.0720,7.0720,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.241085,6.9793,6.9793,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.248311,7.2266,7.2266,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.255080,6.7688,6.7688,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.261802,6.7224,6.7224,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.268625,6.8222,6.8222,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.275551,6.9261,6.9261,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.282700,7.1496,7.1496,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.289809,7.1088,7.1088,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.296607,6.7975,6.7975,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.303461,6.8545,6.8545,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.310413,6.9523,6.9523,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.317374,6.9604,6.9604,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.324309,6.9353,6.9353,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.331119,6.8097,6.8097,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.338236,7.1168,7.1168,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.345016,6.7806,6.7806,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.351849,6.8328,6.8328,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.358942,7.0935,7.0935,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.365946,7.0030,7.0030,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.372964,7.0187,7.0187,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.380008,7.0442,7.0442,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.386950,6.9417,6.9417,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.393761,6.8113,6.8113,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.400813,7.0516,7.0516,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.407522,6.7087,6.7087,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.414221,6.6997,6.6997,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.421061,6.8399,6.8399,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.427977,6.9157,6.9157,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.434883,6.9060,6.9060,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.442022,7.1390,7.1390,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.449027,7.0055,7.0055,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.455758,6.7303,6.7303,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.462659,6.9017,6.9017,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.469887,7.2277,7.2277,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.476875,6.9877,6.9877,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.483520,6.6449,6.6449,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.490341,6.8213,6.8213,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.497410,7.0687,7.0687,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.504587,7.1768,7.1768,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.511529,6.9426,6.9426,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.518608,7.0790,7.0790,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.525532,6.9234,6.9234,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.532638,7.1069,7.1069,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.539784,7.1451,7.1451,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.546890,7.1062,7.1062,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.553733,6.8430,6.8430,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.560409,6.6760,6.6760,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.567061,6.6526,6.6526,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.573768,6.7071,6.7071,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.580913,7.1446,7.1446,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.587710,6.7973,6.7973,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.594761,7.0510,7.0510,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.601441,6.6799,6.6799,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.608199,6.7582,6.7582,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.614871,6.6719,6.6719,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.621553,6.6816,6.6816,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.628612,7.0593,7.0593,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.635573,6.9612,6.9612,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.642231,6.6577,6.6577,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.648998,6.7665,6.7665,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.655728,6.7302,6.7302,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.662606,6.8779,6.8779,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.669452,6.8468,6.8468,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.676355,6.9025,6.9025,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.683448,7.0930,7.0930,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.690314,6.8660,6.8660,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.697017,6.7027,6.7027,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.703968,6.9516,6.9516,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.711034,7.0660,7.0660,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.718150,7.1160,7.1160,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.725353,7.2033,7.2033,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.732361,7.0081,7.0081,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.739522,7.1607,7.1607,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.746227,6.7044,6.7044,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.753410,7.1837,7.1837,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.760175,6.7647,6.7647,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.767254,7.0788,7.0788,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.774164,6.9103,6.9103,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.781354,7.1894,7.1894,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.788463,7.1097,7.1097,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.795131,6.6677,6.6677,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.801962,6.8313,6.8313,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.808815,6.8526,6.8526,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.815820,7.0054,7.0054,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.822806,6.9857,6.9857,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.830005,7.1986,7.1986,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.836699,6.6944,6.6944,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.843486,6.7875,6.7875,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.850686,7.1999,7.1999,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.857636,6.9501,6.9501,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.864466,6.8296,6.8296,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.871570,7.1041,7.1041,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.878625,7.0550,7.0550,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.885679,7.0543,7.0543,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.892536,6.8564,6.8564,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.899381,6.8451,6.8451,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.906101,6.7206,6.7206,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.912950,6.8484,6.8484,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.919646,6.6961,6.6961,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.926530,6.8842,6.8842,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.933314,6.7843,6.7843,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.940283,6.9684,6.9684,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.947113,6.8306,6.8306,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.953949,6.8351,6.8351,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.961134,7.1854,7.1854,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.968167,7.0332,7.0332,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.975301,7.1343,7.1343,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.982521,7.2195,7.2195,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.989339,6.8185,6.8185,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,7.996491,7.1511,7.1511,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.003337,6.8468,6.8468,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.010130,6.7930,6.7930,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.017146,7.0158,7.0158,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.023938,6.7920,6.7920,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.040403,16.4645,16.4645,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.047545,7.1429,7.1429,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.054215,6.6693,6.6693,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.061300,7.0855,7.0855,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.068461,7.1608,7.1608,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.075599,7.1384,7.1384,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.082415,6.8156,6.8156,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.089574,7.1592,7.1592,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.096570,6.9957,6.9957,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.103330,6.7599,6.7599,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.110260,6.9304,6.9304,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.117003,6.7431,6.7431,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.124200,7.1971,7.1971,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.130951,6.7504,6.7504,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.138043,7.0920,7.0920,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.145025,6.9826,6.9826,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.151714,6.6881,6.6881,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.158588,6.8744,6.8744,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.165446,6.8582,6.8582,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.172395,6.9492,6.9492,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.179365,6.9694,6.9694,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.186308,6.9432,6.9432,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.192953,6.6447,6.6447,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.199614,6.6615,6.6615,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.206678,7.0640,7.0640,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.213875,7.1965,7.1965,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.220583,6.7083,6.7083,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.227302,6.7189,6.7189,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.234515,7.2130,7.2130,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.241208,6.6927,6.6927,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.247955,6.7473,6.7473,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.254635,6.6806,6.6806,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.261368,6.7323,6.7323,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.268275,6.9070,6.9070,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.275230,6.9554,6.9554,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.282188,6.9575,6.9575,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.289008,6.8198,6.8198,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.295887,6.8791,6.8791,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.302818,6.9316,6.9316,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.309620,6.8017,6.8017,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.316333,6.7126,6.7126,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.323202,6.8691,6.8691,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.330418,7.2168,7.2168,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.337133,6.7147,6.7147,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.344282,7.1487,7.1487,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.351368,7.0862,7.0862,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.358448,7.0801,7.0801,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.365476,7.0279,7.0279,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.372248,6.7714,6.7714,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.379327,7.0799,7.0799,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.386434,7.1070,7.1070,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.393651,7.2164,7.2164,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.400830,7.1788,7.1788,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.407540,6.7106,6.7106,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.414607,7.0666,7.0666,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.421650,7.0436,7.0436,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.428793,7.1422,7.1422,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.435444,6.6518,6.6518,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.442110,6.6655,6.6655,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.449318,7.2082,7.2082,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.456392,7.0741,7.0741,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.463133,6.7407,6.7407,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.470323,7.1902,7.1902,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.477270,6.9470,6.9470,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.483927,6.6566,6.6566,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.490821,6.8938,6.8938,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.497475,6.6548,6.6548,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.504409,6.9341,6.9341,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.511448,7.0389,7.0389,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.518227,6.7785,6.7785,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.525034,6.8068,6.8068,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.532087,7.0530,7.0530,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.539274,7.1868,7.1868,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.545974,6.7005,6.7005,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.552855,6.8806,6.8806,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.559599,6.7443,6.7443,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.566569,6.9705,6.9705,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.573743,7.1740,7.1740,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.580500,6.7568,6.7568,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.587722,7.2218,7.2218,0.4210
DemoGame.exe,7412,0x1F2A3B4C,DXGI,0,0,1,Hardware: Independent Flip,0,8.594482,6.7604,6.7604,0.4210
